"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","TTL","AVG"
"Kyu Blu Kelly","CB","LV","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","14","14","14.0"
"Khaleke Hudson","LB","Multi","5","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","3","13","3.3"
"Sam Webb","CB","LV","0","1","0","0","0","0","0","0","0","bye","10","0","0","0","0","0","0","2","13","4.3"
"Charles Woods","CB","LAR","0","6","0","0","0","bye","0","0","7","0","0","0","0","0","0","0","0","0","13","6.5"
"Lonnie Johnson Jr.","CB","CAR","0","0","0","0","0","0","6","1","1","0","bye","0","0","0","2","0","3","0","13","2.6"
"T.Y. McGill Jr.","DT","Multi","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","12","12.0"
"Shaka Heyward","LB","CIN","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","4","1","0","7","12","4.0"
"Amari Gainer","LB","LV","0","0","10","0","0","0","0","0","0","bye","0","0","0","0","0","0","2","0","12","6.0"
"Cameron Goode","LB","MIA","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","6","6","0","12","6.0"
"Shaquil Barrett","LB","TB","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","12","12","12.0"
"Khalid Duke","LB","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","12","12","12.0"
"Daijahn Anthony","S","CIN","2","6","1","0","1","0","1","0","0","0","0","bye","0","0","0","0","0","0","11","2.2"
"Ochaun Mathis","DE","Multi","0","0","0","0","0","0","1","4","1","5","0","0","0","0","0","0","0","0","11","2.8"
"Jammie Robinson","S","CAR","0","0","11","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","11","11.0"
"Chris Smith II","S","LV","0","0","0","0","11","0","0","0","0","bye","0","0","0","0","0","0","0","0","11","11.0"
"Beau Brade","S","BAL","0","0","0","0","0","0","0","0","1","0","0","0","0","bye","0","0","6","4","11","3.7"
"Markees Watts","DE","TB","5","2","0","1","2","0","0","0","0","0","bye","0","0","0","0","0","0","0","10","2.5"
"Keith Taylor Jr.","CB","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","10","0","0","10","10.0"
"Nick Hampton","LB","LAR","0","1","0","0","0","bye","0","0","3","0","0","0","3","3","0","0","0","0","10","2.5"
"Deon Bush","S","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","10","0","10","10.0"
"Jaylon Jones","CB","CHI","0","0","0","0","9","0","bye","0","0","0","0","0","0","0","0","0","0","0","9","9.0"
"Miles Killebrew","S","PIT","0","0","0","0","1","0","0","0","bye","1","1","3","2","0","1","0","0","0","9","1.5"
"Jack Cochrane","LB","KC","0","2","6","0","0","bye","0","0","0","0","0","0","1","0","0","0","0","0","9","3.0"
"Branson Deen","DT","BUF","0","0","0","0","9","0","0","0","0","0","0","bye","0","0","0","0","0","0","9","9.0"
"Titus Leo","LB","NE","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","9","9","9.0"
"Mark Robinson","LB","PIT","0","0","0","0","0","0","1","0","bye","0","0","2","0","0","0","5","0","0","8","2.7"
"Omar Brown","CB","GB","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","8","0","0","8","8.0"
"Patrick McMorris","S","MIA","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","8","0","8","8.0"
"Chigozie Anusiem","CB","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","8","8","8.0"
"Kingsley Jonathan","DT","BUF","0","7","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","7","7.0"
"Quinton Bohanna","DT","SEA","0","0","0","7","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","7","7.0"
"Nick Bellore","LB","WAS","0","0","0","0","3","0","3","0","0","0","0","0","0","bye","0","0","0","1","7","2.3"
"Darren Hall","CB","ARI","0","0","0","0","0","0","0","0","7","0","bye","0","0","0","0","0","0","0","7","7.0"
"Swayze Bozeman","LB","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","7","0","7","7.0"
"Jarrick Bernard-Converse","CB","NYJ","0","0","0","0","0","0","2","0","0","0","0","bye","0","0","4","0","0","0","6","3.0"
"Levi Drake Rodriguez","DT","MIN","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","6","0","0","6","6.0"
"Julius Wood","S","TEN","0","0","0","0","bye","0","0","0","0","0","0","3","2","0","0","0","0","0","5","2.5"
"Noah Sewell","LB","CHI","0","0","0","0","0","1","bye","0","3","0","0","0","1","0","0","0","0","0","5","1.7"
"Buddy Johnson","LB","DAL","0","0","0","0","0","5","bye","0","0","0","0","0","0","0","0","0","0","0","5","5.0"
"Levelle Bailey","LB","DEN","0","0","0","0","0","0","0","0","0","0","5","0","0","bye","0","0","0","0","5","5.0"
"Jerrick Reed II","S","SEA","0","0","0","0","0","0","0","0","0","bye","5","0","0","0","0","0","0","0","5","5.0"
"Michael Dwumfour","DT","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","5","5","5.0"
"Monty Rice","LB","NE","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","5","5","5.0"
"C.J. Goodwin","CB","DAL","4","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","4","4.0"
"Jeremy Reaves","S","WAS","0","0","0","0","4","0","0","0","0","0","0","0","0","bye","0","0","0","0","4","4.0"
"Dicaprio Bootle","CB","LAC","0","0","0","0","bye","0","0","0","4","0","0","0","0","0","0","0","0","0","4","4.0"
"Darrell Luter Jr.","CB","SF","0","0","0","0","0","3","0","0","bye","0","0","0","0","0","0","0","0","0","3","3.0"
"Ameer Speed","CB","CHI","0","0","0","0","0","3","bye","0","0","0","0","0","0","0","0","0","0","0","3","3.0"
"Marcelino McCrary-Ball","LB","NYJ","0","0","0","0","0","0","0","0","0","2","1","bye","0","0","0","0","0","0","3","1.5"
"Chris Edmonds","LB","FA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3.0"
"Andre Chachere","CB","ARI","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","3","3","3.0"
"Mike Ford Jr.","CB","CLE","0","2","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","2","2.0"
"Tre Avery","CB","TEN","0","0","0","0","bye","0","0","1","0","0","0","1","0","0","0","0","0","0","2","1.0"
"Kenny Dyson Jr.","LB","CAR","0","0","0","0","0","0","0","0","0","0","bye","2","0","0","0","0","0","0","2","2.0"
"Benton Whitley","DE","NYG","0","2","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","2","2.0"
"Genard Avery","LB","IND","0","0","0","0","2","0","0","0","0","0","0","0","0","bye","0","0","0","0","2","2.0"
"Cameron Young","DT","SEA","0","0","0","0","0","2","0","0","0","bye","0","0","0","0","0","0","0","0","2","2.0"
"Antonio Grier Jr.","LB","TB","0","0","0","0","0","0","0","0","0","0","bye","0","0","2","0","0","0","0","2","2.0"
"Nik Needham","CB","MIA","0","0","0","0","1","bye","0","0","0","0","0","0","0","0","0","0","0","0","1","1.0"
"Matthew Adams","LB","NYG","0","0","0","0","0","0","1","0","0","0","bye","0","0","0","0","0","0","0","1","1.0"
"Sam Franklin Jr.","LB","CAR","0","0","0","0","0","0","0","1","0","0","bye","0","0","0","0","0","0","0","1","1.0"
"Rashaan Evans","LB","ATL","0","0","0","0","0","0","0","0","0","0","1","bye","0","0","0","0","0","0","1","1.0"
"Jon Rhattigan","LB","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","1","0","0","0","1","1.0"
"Robert Rochell","CB","GB","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","1","0","0","0","1","1.0"
"Cameron McGrone","LB","IND","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","1","0","0","1","1.0"
"Gervarrius Owens","S","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1.0"
"Morice Norris Jr.","S","DET","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1.0"
""
""
